"usageType","usageUnit","serviceName"
"USE2-Notebk:ml.t2.medium","Hrs","AmazonSageMaker"
"USE2-Notebk:ml.t3.large","Hrs","AmazonSageMaker"
"USE2-Notebk:ml.t3.medium","Hrs","AmazonSageMaker"
"USE2-Notebk:ml.t3.xlarge","Hrs","AmazonSageMaker"
"USE2-Processing:ml.m5.xlarge","Hrs","AmazonSageMaker"
"USE2-Studio:CodeEditor-ml.t3.medium","Hrs","AmazonSageMaker"
"USE2-Studio:JupyterLab-ml.t3.medium","Hrs","AmazonSageMaker"
"USE2-Studio:KernelGateway-ml.t3.medium","Hrs","AmazonSageMaker"
"USE2-Studio:KernelGateway-ml.t3.xlarge","Hrs","AmazonSageMaker"
"USE2-Train:ml.m4.xlarge","Hrs","AmazonSageMaker"
"USE2-Train:ml.m5.large","Hrs","AmazonSageMaker"
"USE2-Train:ml.m5.xlarge","Hrs","AmazonSageMaker"
"USE2-TrainDebugFreeTier:ml.m5.2xlarge","Hrs","AmazonSageMaker"
"USE2-Tsform:ml.m5.xlarge","Hrs","AmazonSageMaker"
"USE2-UnifiedStudio:Notebook-sc.t3.medium","Hrs","AmazonSageMaker"
"USW1-Host:ml.m4.xlarge","Hrs","AmazonSageMaker"
"USW1-Processing:ml.c4.xlarge","Hrs","AmazonSageMaker"
"USW1-Studio:KernelGateway-ml.t3.medium","Hrs","AmazonSageMaker"
"USW1-Train:ml.m4.xlarge","Hrs","AmazonSageMaker"
"USW1-Tsform:ml.m5.xlarge","Hrs","AmazonSageMaker"
"USW2-Host:ml.g5.2xlarge","Hrs","AmazonSageMaker"
"USW2-Notebk:ml.c5.4xlarge","Hrs","AmazonSageMaker"
"USW2-Notebk:ml.m5d.2xlarge","Hrs","AmazonSageMaker"
"USW2-Notebk:ml.t2.medium","Hrs","AmazonSageMaker"
"USW2-Notebk:ml.t2.xlarge","Hrs","AmazonSageMaker"
"USW2-Notebk:ml.t3.medium","Hrs","AmazonSageMaker"
"USW2-Studio:JupyterLab-ml.t3.medium","Hrs","AmazonSageMaker"
"USW2-Studio:KernelGateway-ml.g4dn.2xlarge","Hrs","AmazonSageMaker"
"USW2-Studio:KernelGateway-ml.g4dn.xlarge","Hrs","AmazonSageMaker"
"USW2-Studio:KernelGateway-ml.t3.2xlarge","Hrs","AmazonSageMaker"
"USW2-Studio:KernelGateway-ml.t3.medium","Hrs","AmazonSageMaker"
"USW2-Studio:KernelGateway-ml.t3.xlarge","Hrs","AmazonSageMaker"
"USW2-TensorBoard:TensorBoard-ml.r5.large","Hrs","AmazonSageMaker"
"APE1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APN1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APN2-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APN3-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APS1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APS1-VPCLattice-Service-Hourly","Hrs","AmazonVPC"
"APS2-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APS2-VPCLattice-Service-Hourly","Hrs","AmazonVPC"
"APS3-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APS4-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APS5-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"APS6-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"CAN1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"DEL1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"EU-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"EUC1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"EUC1-VpcEndpoint-GWLBE-Hours","Hrs","AmazonVPC"
"EUN1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"EUW2-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"EUW3-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"SAE1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"USE1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"USE1-VPCLattice-Service-Hourly","Hrs","AmazonVPC"
"USE1-VpcEndpoint-Resource-Hours","Hrs","AmazonVPC"
"USE2-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"USW1-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"USW2-PublicIPv4:InUseAddress","Hrs","AmazonVPC"
"USW2-VPCLattice-Service-Hourly","Hrs","AmazonVPC"
"USW2-VpcEndpoint-Resource-Hours","Hrs","AmazonVPC"
"USW2-VpcLattice-Service-Network-Resource-Hours","Hrs","AmazonVPC"
"APN1-CloudHSMv2Usage","hours","CloudHSM"
"APS1-CloudHSMv2Usage","hours","CloudHSM"
"USE1-evaluation","Hours","DevOpsAgent"
"USE1-investigation","Hours","DevOpsAgent"
"APN1-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
"APS1-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
"APS3-EMR-EKS-EC2-vCPUHours","Hrs","ElasticMapReduce"
"APS3-EMR-EKS-FARGATE-GBHours","Hrs","ElasticMapReduce"
"APS3-EMR-EKS-FARGATE-vCPUHours","Hrs","ElasticMapReduce"
"APS3-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
"EUN1-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
"USE1-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
"USE2-EMR-SERVERLESS-ARM-vCPUHours","vCPU-Hours","ElasticMapReduce"
"USE2-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
"USW2-EMR-SERVERLESS-vCPUHours","vCPU-Hours","ElasticMapReduce"
