"line_item_usage_type","line_item_product_code","line_item_line_item_type","pricing_unit","line_item_operation","product_region"
"APS3-BoxUsage:c6g.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"CA-DataTransfer-Out-OBytes","AmazonCloudFront","Usage","GB","PATCH","ca-central-1"
"EUN1-Aurora:StorageIOUsage","AmazonRDS","Usage","IOs","CreateDBInstance:0021","eu-north-1"
"EUW2-Requests-Tier1","AmazonS3","Usage","Requests","WriteObjectTagging","eu-west-2"
"APE1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","DescribeLimits","ap-east-1"
"SAE1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListBackups","sa-east-1"
"BoxUsage:i3en.2xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0010","us-east-1"
"EUW2-APN3-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-2"
"APE1-EUC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-east-1"
"CAN1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","InitiateMultipartUpload","ca-central-1"
"EUW2-Tables-Requests-Tier2","AmazonS3","Usage","Requests","GetTableBucket","eu-west-2"
"APS2-APS3-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ap-southeast-2"
"APE1-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","UpdateItem","ap-east-1"
"APS2-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","ap-southeast-2"
"APN1-Requests-Tier1","AWSQueueService","Usage","Requests","ChgVis","ap-northeast-1"
"SAE1-BoxUsage:m4.large","ElasticMapReduce","Usage","Hrs","RunInstances","sa-east-1"
"USE2-UGW1-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","us-east-2"
"EUN1-Requests-Tier1","AmazonSNS","Usage","Requests","ListSMSSandboxPhoneNumbers","eu-north-1"
"Requests-Tier1","AmazonSNS","Usage","Requests","CreatePlatformApplication","us-east-1"
"BoxUsage:p3dn.24xlarge","AmazonEC2","Usage","Hrs","RunInstances","us-east-1"
"APS2-CognitoUserPoolsMAU","AmazonCognito","Usage","Requests","CognitoUserPoolsOperation","ap-southeast-2"
"APN3-MSP1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-northeast-3"
"APS2-USE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","EBS Snapshot Copy","ap-southeast-2"
"USE2-UGW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-2"
"APS4-APN1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-3"
"USE2-Host:ml.g5.2xlarge","AmazonSageMaker","Usage","Hrs","RunInstance","us-east-2"
"APN3-DeliveryAttempts-SQS","AmazonSNS","Usage","Notifications","Notification","ap-northeast-3"
"APN2-SpotUsage:p2.xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV052","ap-northeast-2"
"APS3-BoxUsage:c5.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"APN2-DeliveryAttempts-LAMBDA","AmazonSNS","Usage","Notifications","Notification","ap-northeast-2"
"APN2-EUW2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","ap-northeast-2"
"EUC1-CAN1-AWS-Out-Bytes","AmazonES","Usage","GB","None","eu-central-1"
"SAE1-BoxUsage:t3.nano","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","sa-east-1"
"APS3-CloudFront-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","ap-south-1"
"USE2-DetectTgtSentiment","comprehend","Usage","Unit","DetectTgtSentiment","us-east-2"
"SAE1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","DescribeStream","sa-east-1"
"USE1-SpotUsage-Fargate-GB-Hours","AmazonECS","Usage","hours","FargateTask","us-east-1"
"EBSOptimized:p3.16xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-1"
"EUC1-EUS1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","eu-central-1"
"APS2-EUW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketWebsite","ap-southeast-2"
"EUN1-EU-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-north-1"
"USW1-USW2-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","us-west-1"
"BoxUsage:c3.4xlarge","ElasticMapReduce","Usage","Hrs","RunInstances","us-east-1"
"APS1-BoxUsage:c5d.24xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-southeast-1"
"APS1-Requests-INT-Tier1","AmazonS3","Usage","Requests","CopyObject","ap-southeast-1"
"USE2-BOS1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-east-2"
"CAN1-DataTransfer-AZ-Out-Bytes","AmazonEC2","Usage","GB","VPCPeering-Out","ca-central-1"
"USE2-Tsform:ml.m5.xlarge","AmazonSageMaker","Usage","Hrs","RunInstance","us-east-2"
"APS3-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","ap-south-1"
"APS2-RDS:Multi-AZ-PIOPS","AmazonRDS","Usage","IOPS-Mo","CreateDBInstance:0002","ap-southeast-2"
"APN2-BoxUsage:p3.2xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-northeast-2"
"APE1-LOS1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-east-1"
"APS2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","TransactWriteItems","ap-southeast-2"
"InstanceUsage:db.t4g.medium","AmazonNeptune","Usage","Hrs","CreateDBInstance:0022","us-east-1"
"DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteRequestPaymentProps","us-east-1"
"EUW3-SpotUsage:c5.9xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV054","eu-west-3"
"USE2-SpotUsage:r5.12xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV051","us-east-2"
"USW1-SpotUsage:c5a.24xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV009","us-west-1"
"EU-SpotUsage:c5ad.24xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV002","eu-west-1"
"SpotUsage:c5.9xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV062","us-east-1"
"EUC1-DataTransfer-Out-Bytes","AmazonQLDB","Usage","GB","QLDBSession","eu-central-1"
"CAN1-Aurora:StorageIOUsage","AmazonRDS","Usage","IOs","CreateDBInstance","ca-central-1"
"USE2-SAE1-AWS-Out-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","us-east-2"
"APS1-VpcPeering-Out-Bytes","AmazonEC2","Usage","GB","VPCPeering-Out","ap-southeast-1"
"APS4-Requests-Tier1","AmazonSNS","Usage","Requests","Subscribe","ap-southeast-3"
"USE2-AFS1-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","us-east-2"
"APS3-BoxUsage:c5.9xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"APS2-Aurora:StorageUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance","ap-southeast-2"
"APE1-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","GetRandomPassword","ap-east-1"
"APE1-USE1WL1NYC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-east-1"
"USE1-EU-AWS-In-Bytes","AWSDatabaseMigrationSvc","Usage","GB","Not Applicable","us-east-1"
"EUC1-EU-AWS-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","eu-central-1"
"EU-Requests-FIFO-Tier1","AWSQueueService","Usage","Requests","DeleteMessage","eu-west-1"
"USE2-BoxUsage:g5.2xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-2"
"USE1-EUN1-AWS-In-Bytes","AmazonS3","Usage","GB","UploadPart","us-east-1"
"APS2-ETDataAccess-Bytes","AmazonEFS","Usage","GB","Write","ap-southeast-2"
"EUC1-USE1-AWS-Out-Bytes","AWSElementalMediaStore","Usage","GB","ListContainers","eu-central-1"
"APN2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","DeleteBucketPolicy","ap-northeast-2"
"USW2-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","CopyObject","us-west-2"
"USE1-MP:USE1_InputTokenCount-Units","4a524th30q694o538qndh9ucht","Usage","Units","InvokeModelStreamingInference","us-east-1"
"USE1-MP:USE1_InputTokenCount-Units","9svps415mdwhhoxlp2tx3hald","Usage","Units","InvokeModelStreamingInference","us-east-1"
"APS3-MP:APS3_CacheWriteInputTokenCount_Global-Units","9svps415mdwhhoxlp2tx3hald","Usage","Units","InvokeModelStreamingInference","ap-south-1"
"APS3-MP:APS3_CacheWriteInputTokenCount_LCtx_Global-Units","9svps415mdwhhoxlp2tx3hald","Usage","Units","InvokeModelStreamingInference","ap-south-1"
"USE1-CloudFront-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"USE1-EU-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","us-east-1"
"USE1-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-east-1"
"EU-DataTransfer-Out-OBytes","AmazonCloudFront","Usage","GB","POST","eu-west-1"
"EUC1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListTables","eu-central-1"
"APS3-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Write","ap-south-1"
"APN1-USW2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-1"
"USW1-CAN1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-west-1"
"USW1-DataTransfer-Regional-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-west-1"
"APS1-USW2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-1"
"ESInstance:t2.micro","AmazonES","Usage","Hrs","ESDomain","us-east-1"
"CAN1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ca-central-1"
"USW1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLogProps","us-west-1"
"USE1-EUC1-AWS-In-Bytes","AmazonS3","Usage","GB","CreateBucket","us-east-1"
"APN1-BoxUsage:r3.large","AmazonEC2","Usage","Hrs","RunInstances","ap-northeast-1"
"APS1-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","GetItem","ap-southeast-1"
"APS1-CW:GMD-Metrics","AmazonCloudWatch","Usage","Metrics","GetMetricData","ap-southeast-1"
"USW2-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketCors","us-west-2"
"USW2-Requests-Tier1","AmazonSNS","Usage","Requests","GetTopicAttributes","us-west-2"
"SAE1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketPolicy","sa-east-1"
"USE1-EUW3-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"USE1-APS3-AWS-In-Bytes","AmazonES","Usage","GB","None","us-east-1"
"EU-UGW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-1"
"SAE1-EUW2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","sa-east-1"
"EUC1-DataTransfer-Regional-Bytes","AWSLambda","Usage","GB","Invoke","eu-central-1"
"APS3-Requests-Tier1","AWSQueueService","Usage","","List","ap-south-1"
"USW2-Requests-Tier1","AmazonS3","Usage","Requests","WriteAccelerate","us-west-2"
"APN1-BoxUsage:c4.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","ap-northeast-1"
"APN1-APS2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-northeast-1"
"APS1-BoxUsage:c5.large","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-1"
"APS1-Requests-Tier1","AWSQueueService","Usage","Requests","SetQueueAttributes","ap-southeast-1"
"APS1-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","Not Applicable","ap-southeast-1"
"APS1-SAE1-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","ap-southeast-1"
"USW1-Requests-Tier1","AWSQueueService","Usage","Requests","DeleteMessage","us-west-1"
"USE1-SAE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","us-east-1"
"USW1-EUN1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-west-1"
"APS3-ConfigurationItemRecorded","AWSConfig","Usage","APS3-ConfigurationItemRecorded","None","ap-south-1"
"EU-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","eu-west-1"
"APN2-RDS:GP2-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance","ap-northeast-2"
"APN2-ConfigurationItemRecorded","AWSConfig","Usage","APN2-ConfigurationItemRecorded","None","ap-northeast-2"
"USW2-APS2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-west-2"
"eu-west-1-KMS-Requests","awskms","Usage","","CreateGrant","eu-west-1"
"EUC1-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","eu-central-1"
"APS1-CAN1-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","ap-southeast-1"
"APN1-ESInstance:m4.large","AmazonES","Usage","Hrs","ESDomain","ap-northeast-1"
"EU-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","DescribeReservedCapacity","eu-west-1"
"USW2-DataTransfer-In-Bytes","AmazonS3","Usage","GB","UploadPart","us-west-2"
"APS3-CW:Requests","AmazonCloudWatch","Usage","","GetDashboard","ap-south-1"
"WorkDocs-APS1-WSOnly-UserHrs","AmazonWorkDocs","Usage","User-Mo","Operation","ap-southeast-1"
"APN2-EUW3-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-northeast-2"
"USE1-APE1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"USE2-EUC1-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","us-east-2"
"APS2-USE1-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","ap-southeast-2"
"EUC1-APN1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"EU-Request","awswaf","Usage","Requests","Request","eu-west-1"
"USE2-Requests-Tier1","AmazonS3","Usage","Requests","PostObject","us-east-2"
"USE1-EUN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","us-east-1"
"DataTransfer-In-Bytes","AWSELB","Usage","GB","LoadBalancing","us-east-1"
"CAN1-SC-API-Calls","AWSServiceCatalog","Usage","API Calls","SC-API-Call","ca-central-1"
"EU-BoxUsage:t3.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","eu-west-1"
"USW2-APN3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","us-west-2"
"USE2-BoxUsage:t3a.2xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-2"
"APS1-DataTransfer-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","ap-southeast-1"
"APS3-Requests-Tier1","AmazonSNS","Usage","Requests","ListTagsForResource","ap-south-1"
"USE1-APS5-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"APN2-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-2"
"EUC1-LCUUsage","AWSELB","Usage","LCU-Hrs","LoadBalancing:Application","eu-central-1"
"APN3-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-3"
"APS2-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","ap-southeast-2"
"USE1-APS6-AWS-Out-Bytes","AmazonS3","Usage","GB","ListAllMyBuckets","us-east-1"
"USE1-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"USE1-PaidComplianceCheck","AWSSecurityHub","Usage","Security Checks","NoOperation","us-east-1"
"APE1-Requests-Tier1","AmazonS3","Usage","Requests","ListBucket","ap-east-1"
"USE2-NodeUsage:cache.t3.micro","AmazonElastiCache","Usage","Hrs","CreateCacheCluster:0001","us-east-2"
"APN2-DeliveryAttempts-HTTP","AmazonSNS","Usage","Notifications","Notification","ap-northeast-2"
"DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteBucketLifecycle","us-east-1"
"CAN1-Lambda-GB-Second","AWSLambda","Usage","Lambda-GB-Second","Invoke","ca-central-1"
"BoxUsage:t3.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"USW1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketWebsite","us-west-1"
"USE1-Group2-ImagesProcessed","AmazonRekognition","Usage","Images Processed","ImagesProcessed","us-east-1"
"USE1-Request-64K-Chunks","AWSEvents","Usage","64K-Chunks","PipeRequest","us-east-1"
"EUC1-EUW2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"APS3-BoxUsage:t3.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0002","ap-south-1"
"APN1-APS2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-1"
"LoadBalancerUsage","AWSELB","Usage","Hrs","LoadBalancing:Network","us-east-1"
"APS1-DataTransfer-Out-Bytes","AmazonSNS","Usage","GB","SubscriptionConfirmation","ap-southeast-1"
"EUC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing","eu-central-1"
"EUN1-RegistryAndShadowOperations","AWSIoT","Usage","Operations","ListThingTypes","eu-north-1"
"APE1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketMetrics","ap-east-1"
"USE2-ScheduledInvocation","AWSEvents","Usage","Invocations","Invocation","us-east-2"
"USW2-LCUUsage","AWSELB","Usage","LCU-Hrs","LoadBalancing:Application","us-west-2"
"EUS1-SecurityHubProduct:FreeFindingsIngestion","AWSSecurityHub","Usage","Finding Ingestion Events","NoOperation","eu-south-1"
"APS1-InstanceUsage:db.r5.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0021","ap-southeast-1"
"EUC1-BoxUsage:t3a.small","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","eu-central-1"
"EUW2-BOS1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"USE1-APE1-AWS-Out-Bytes","AmazonS3","Usage","GB","WebsiteGetObject","us-east-1"
"USE1-ImportDataSize-Bytes","AmazonDynamoDB","Usage","GB","ImportTable","us-east-1"
"APN2-BoxUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:0002","ap-northeast-2"
"APS3-StateTransition","AmazonStates","Usage","StateTransitions","Choice","ap-south-1"
"APS3-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteBucketWebsite","ap-south-1"
"USE1-TitanTextG1-Express-output-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelInference","us-east-1"
"APN2-USE2-AWS-In-Bytes","AmazonS3","Usage","GB","WriteBucketInventory","ap-northeast-2"
"APE2-PaidEventsRecorded","AWSCloudTrail","Usage","Events","None","ap-east-2"
"EUS1-Requests-Tier8","AmazonS3","Usage","Requests","ListAGLocations","eu-south-1"
"APS7-DataTransfer-Out-Bytes","AmazonSWF","Usage","GB","Unknown","ap-southeast-5"
"USE2-BoxUsage:t3.micro","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-2"
"EUC1-DataTransfer-xAZ-Out-Bytes","AmazonEC2","Usage","GB","InterZone-Out","eu-central-1"
"APS7-ResourceList","AmazonLocationService","Usage","API Request","ListGeofenceCollections","ap-southeast-5"
"ILC1-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","ListSecrets","il-central-1"
"EUC1-Requests-Tier2","AmazonS3","Usage","Requests","GetBucketAntuConfiguration","eu-central-1"
"APS3-ESC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-south-1"
"EUN1-DataTransfer-Regional-Bytes","AmazonEC2","Usage","GB","InterZone-Out","eu-north-1"
"USE1-APN3-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-1"
"APS1-DataTransfer-Regional-Bytes","AmazonEKS","Usage","GB","FargatePod","ap-southeast-1"
"APS2-BoxUsage:c5d.4xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-2"
"us-east-1-KMS-Requests","awskms","Usage","Requests","ReEncrypt","us-east-1"
"EU-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadRequestPaymentProps","eu-west-1"
"EUW2-Fargate-ARM-vCPU-Hours:perCPU","AmazonECS","SavingsPlanCoveredUsage","hours","FargateTask","eu-west-2"
"EUW2-Aurora:StorageUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0021","eu-west-2"
"APE1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","ap-east-1"
"APN2-USW1-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-northeast-2"
"USE1-TimedStorage-RabbitMQ-ByteHrs","AmazonMQ","Usage","GB-Mo","CreateBroker:0001","us-east-1"
"EUN1-APS3-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-north-1"
"USW1-PER1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","us-west-1"
"USE1-ILC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListAllMyBuckets","us-east-1"
"USE2-EUW3-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-2"
"EU-NYC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-west-1"
"USW2-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketOwnershipControls","us-west-2"
"USW1-DataTransfer-Out-Bytes","AmazonECR","Usage","GB","downloadLayer","us-west-1"
"RDS:PIOPS-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0002","us-east-1"
"APE1-DEN1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-east-1"
"APN1-RDS:PIOPS","AmazonRDS","Usage","IOPS-Mo","CreateDBInstance:0014","ap-northeast-1"
"APE1-OtherProduct:PaidFindingsIngestion","AWSSecurityHub","Usage","Finding Ingestion Events","NoOperation","ap-east-1"
"EUN1-Monitoring-Automation-INT","AmazonS3","Usage","Objects","IntelligentTieringStorage","eu-north-1"
"EU-Output-SD-Hours","AmazonIVS","Usage","hours","x","global"
"CAN1-DataTransfer-In-Bytes","AmazonStates","Usage","GB","Unknown","ca-central-1"
"EUC1-USE1-AWS-In-Bytes","AmazonS3","Usage","GB","WriteCostAllocation","eu-central-1"
"EUW3-DataTransfer-Regional-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-3"
"EUW2-USW1-AWS-Out-Bytes","AWSCodeArtifact","Usage","GB","ListRepositories","eu-west-2"
"APS3-BoxUsage:m4.xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"APS3-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","ap-south-1"
"USE1-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","us-east-1"
"USW2-DeepSeek-R1-output-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","us-west-2"
"SpotUsage:c6g.xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV012","us-east-1"
"APS2-trialPipeline","AWSCodePipeline","Usage","pipelines","APS2-trialPipeline","ap-southeast-2"
"NodeUsage:cache.r7g.large","AmazonElastiCache","Usage","Hrs","CreateCacheCluster:0002","us-east-1"
"USE1-RequestV2-Tier1","awswaf","Usage","Request","COGNITOIDP","us-east-1"
"EUC1-BoxUsage:t3.xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","eu-central-1"
"APS3-UGW1-AWS-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","ap-south-1"
"APS3-BoxUsage:t3a.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"USE2-Requests-OriginShield","AmazonCloudFront","Usage","Requests","GET","us-east-2"
"USE1-EUW2-AWS-Out-Bytes","AmazonS3","Usage","GB","GetLensConfiguration","us-east-1"
"ILC1-Requests-Tier1","AmazonSNS","Usage","Requests","GetTopicAttributes","il-central-1"
"APS2-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Write","ap-southeast-2"
"APS3-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketOwnershipControls","ap-south-1"
"USW2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteACL","us-west-2"
"APS2-EBSOptimized:t3.micro","AmazonEC2","Usage","Hrs","Hourly","ap-southeast-2"
"USE1-Requests","AWSCodeArtifact","Usage","Requests","ListPackages","us-east-1"
"SAE1-SpotUsage:t3.medium","AmazonEC2","Usage","Hours","RunInstances:SV001","sa-east-1"
"EUN1-LCUUsage","AWSELB","Usage","LCU-Hrs","LoadBalancing:Network","eu-north-1"
"ap-southeast-4-KMS-Requests","awskms","Usage","Requests","DisableKey","ap-southeast-4"
"EUW2-CAN1-AWS-Out-Bytes","AmazonMQ","Usage","GB","CreateBroker:0001","eu-west-2"
"EU-Aurora:ServerlessV2Usage","AmazonRDS","Usage","ACU-Hr","CreateDBInstance:0021","eu-west-1"
"EUN1-ETL-DPU-Hour","AWSGlue","Usage","DPU-Hour","Jobrun","eu-north-1"
"USE1-APS5-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-1"
"USE2-LIM1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-east-2"
"EUN1-EUW2-AWS-In-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","eu-north-1"
"APS3-EU-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","ap-south-1"
