"line_item_usage_type","line_item_product_code","line_item_line_item_type","pricing_unit","line_item_operation","product_region"
"EUW2-BUE1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"EUW2-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","eu-west-2"
"APS1-StateTransition","AmazonStates","Usage","StateTransitions","Wait","ap-southeast-1"
"USE1-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicy","us-east-1"
"APS3-AsyncLayoutPagesProcessed","AmazonTextract","Usage","Pages","API Request","ap-south-1"
"APN1-InstanceUsage:db.r5.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0016","ap-northeast-1"
"APS3-ProtocolHours","AWSTransfer","Usage","Hourly","SFTP:EFS","ap-south-1"
"USE2-USE1-AWS-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0016","us-east-2"
"CAN1-Requests-Tier1","AmazonSNS","Usage","Requests","SetTopicAttributes","ca-central-1"
"USW2-SpotUsage:t3.medium","AmazonEC2","Usage","","RunInstances:SV002","us-west-2"
"APS2-USW1-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ap-southeast-2"
"USW2-AppRunner-vCPU-hours","AWSAppRunner","Usage","vCPU-hour","RunService","us-west-2"
"APS2-ResourceCreateReadUpdateDelete","AmazonLocationService","Usage","API Request","DescribePlaceIndex","ap-southeast-2"
"APN2-PHL1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-2"
"EUC1-DataTransfer-Out-Bytes","AmazonSES","Usage","GB","SendTemplatedEmail","eu-central-1"
"APS6-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketObjectLockConfig","ap-southeast-4"
"EUW2-EBSOptimized:t3.micro","AmazonEC2","Usage","Hrs","Hourly","eu-west-2"
"APN1-AW-HW-1-AutoStop-Usage","AmazonWorkSpaces","Usage","Hour","none","ap-northeast-1"
"APN2-DataTransfer-Out-Bytes","AmazonSNS","Usage","GB","CreatePlatformApplication","ap-northeast-2"
"EU-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadObject","eu-west-1"
"BoxUsage:p3.16xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"USE1-SAE1-AWS-Out-Bytes","AmazonS3","Usage","GB","UnknownAction","us-east-1"
"APS1-BoxUsage:c5.4xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-1"
"EU-SpotUsage:r5a.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV002","eu-west-1"
"EUN1-SpotUsage:r5.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV050","eu-north-1"
"SpotUsage:c5d.9xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV007","us-east-1"
"APN1-APS1-AWS-In-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","ap-northeast-1"
"USE1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","WriteACL","us-east-1"
"APS1-DataTransfer-Out-Bytes","AmazonGlacier","Usage","GB","GetJobOutput","ap-southeast-1"
"EUW3-Requests","AWSCodeArtifact","Usage","Requests","GetDomainPermissionsPolicy","eu-west-3"
"APE1-LOS1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-east-1"
"USE1-EUS1-AWS-In-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","us-east-1"
"APE1-MES1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-east-1"
"APE1-DataTransfer-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0016","ap-east-1"
"APE1-PER1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-east-1"
"USE1-Studio:KernelGateway-ml.g4dn.2xlarge","AmazonSageMaker","Usage","Hrs","RunInstance","us-east-1"
"APS2-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","ap-southeast-2"
"EarlyDelete-GIR-SmObjects","AmazonS3","Usage","GB-Mo","DeleteObject","us-east-1"
"USW2-APE1-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-west-2"
"EUN1-Requests-INT-Tier2","AmazonS3","Usage","Requests","HeadObject","eu-north-1"
"APN2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketReplication","ap-northeast-2"
"USE1-MP:USE1_CacheWriteInputTokenCount-Units","78rs41v08o682aebuab075t6n3","Usage","Units","Usage","us-east-1"
"USW2-MP:USW2_OutputImgCount_1024x1024p_step_50-Units","374tv6kr397rkbt173gl2buu8p","Usage","Units","Usage","us-west-2"
"EU-MP:EU_InputTokenCount-Units","4a524th30q694o538qndh9ucht","Usage","Units","Usage","eu-west-1"
"USE1-MP:USE1_OutputTokenCount-Units","9svps415mdwhhoxlp2tx3hald","Usage","Units","InvokeModelStreamingInference","us-east-1"
"USE1-MP:USE1_CacheWriteInputTokenCount-Units","mrranvtjv73frdrt492b07oio","Usage","Units","InvokeModelInference","us-east-1"
"EU-EUC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-west-1"
"EUC1-TimedStorage-ByteHrs","AmazonS3","Usage","GB-Mo","GlacierS3ObjectOverhead","eu-central-1"
"AU-Requests-Tier1","AmazonCloudFront","Usage","Requests","HEAD","ap-southeast-2"
"AP-Requests-Tier1","AmazonCloudFront","Usage","Requests","GET","ap-southeast-1"
"USW2-APS1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","us-west-2"
"APN2-BoxUsage:t2.medium","AmazonEC2","Usage","Hrs","RunInstances","ap-northeast-2"
"APS3-CloudFront-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-south-1"
"APS1-Requests-Tier2","AmazonS3","Usage","Requests","GetObject","ap-southeast-1"
"EU-USW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-1"
"APS3-Requests-Tier2","AmazonS3","Usage","Requests","ReadVersioningProps","ap-south-1"
"CAN1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketWebsite","ca-central-1"
"EU-PaidEventsRecorded","AWSCloudTrail","Usage","Events","None","eu-west-1"
"APS3-USE2-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","ap-south-1"
"USE2-USW1-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","us-east-2"
"EUW2-ElasticIP:IdleAddress","AmazonEC2","Usage","Hrs","AssociateAddressVPC","eu-west-2"
"DataTransfer-Out-Bytes","AmazonS3","Usage","GB","HeadObject","us-east-1"
"CW:GMD-Metrics","AmazonCloudWatch","Usage","Metrics","GetMetricData","us-east-1"
"USW1-USW2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-west-1"
"USW2-DataTransfer-Out-Bytes","AmazonSNS","Usage","GB","ListSubscriptionsByTopic","us-west-2"
"USW2-SAE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","us-west-2"
"CAN1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListTables","ca-central-1"
"USE2-EU-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","us-east-2"
"USE2-Requests-Tier2","AmazonS3","Usage","Requests","ReadCostAllocation","us-east-2"
"APN1-BoxUsage:m4.16xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-northeast-1"
"APS1-InstanceUsage:db.r4.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0016","ap-southeast-1"
"APN2-CAN1-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-2"
"USE2-CAN1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-east-2"
"USW1-BoxUsage","AmazonSimpleDB","Usage","Hrs","ListDomains","us-west-1"
"EUC1-EU-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-central-1"
"USE2-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketPolicy","us-east-2"
"EU-Requests-Tier1","AmazonSNS","Usage","Requests","ListSubscriptionsByTopic","eu-west-1"
"USW2-Requests-Tier1","AWSQueueService","Usage","Requests","List","us-west-2"
"EUC1-APN2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-central-1"
"Requests-RBP","AWSQueueService","Usage","Requests","Receive","us-east-1"
"APS2-APS1-AWS-In-Bytes","AmazonS3","Usage","GB","WriteVersioningProps","ap-southeast-2"
"USW2-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","PutObject","us-west-2"
"USE2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","CreateTable","us-east-2"
"USE1-ECS-EC2-vCPU-Hours","AmazonECS","Usage","vCPU-Hours","ECSTask-EC2","us-east-1"
"APS3-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-south-1"
"EUC1-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","eu-central-1"
"USW2-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketObjectLockConfig","us-west-2"
"EUW2-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","eu-west-2"
"USW1-APS2-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-west-1"
"USW1-SAE1-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","us-west-1"
"APS3-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-south-1"
"APN1-APS2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-1"
"USW2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","DeleteTable","us-west-2"
"us-east-2-KMS-Requests","awskms","Usage","","GenerateDataKey","us-east-2"
"EUC1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","PutObject","eu-central-1"
"USE1-DetectSentiment-Act","comprehend","Usage","","DetectSentiment","us-east-1"
"USW2-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteNotificationProps","us-west-2"
"EUC1-EBSOptimized:c4.4xlarge","AmazonEC2","Usage","Hrs","Hourly","eu-central-1"
"USE2-TimedBackupStorage-ByteHrs","AmazonDynamoDB","Usage","GB-Month","BackupStorage","us-east-2"
"BoxUsage:c4.8xlarge","AmazonEC2","Usage","Hrs","RunInstances","us-east-1"
"EU-trialPipeline","AWSCodePipeline","Usage","pipelines","EU-trialPipeline","eu-west-1"
"USE2-APN2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"EU-Requests-FIFO-Tier1","AWSQueueService","Usage","Requests","Receive","eu-west-1"
"USE2-SAE1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"APE1-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-east-1"
"USE2-EUN1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"us-east-1-KMS-Requests","awskms","Usage","Requests","DescribeCustomKeyStores","us-east-1"
"APS1-EBSOptimized:m5.large","AmazonEC2","Usage","Hrs","Hourly","ap-southeast-1"
"SAE1-USE1-AWS-In-Bytes","AmazonStates","Usage","GB","Unknown","sa-east-1"
"APS1-USE1-AWS-Out-Bytes","AmazonGlacier","Usage","GB","ListVaults","ap-southeast-1"
"APS3-PublicIPv4:InUseAddress","AmazonVPC","Usage","Hrs","AssociateAddressVPC","ap-south-1"
"EUC1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","eu-central-1"
"EUC1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketCors","eu-central-1"
"USE1-EUC1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-east-1"
"APS1-USE1-AWS-Out-Bytes","AmazonGlacier","Usage","GB","GetVaultAccessPolicy","ap-southeast-1"
"APN3-PaidEventsRecorded","AWSCloudTrail","Usage","Events","None","ap-northeast-3"
"USE2-EBS:VolumeP-IOPS.piops","AmazonEC2","Usage","IOPS-Mo","CreateVolume-P-IOPS","us-east-2"
"USE1-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","CopyObject","us-east-1"
"APE1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","ap-east-1"
"APS2-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketReplication","ap-southeast-2"
"DataProcessing-Bytes","AWSELB","Usage","GB","LoadBalancing","us-east-1"
"USW2-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketWebsite","us-west-2"
"USE2-APN2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-east-2"
"APS5-DataTransfer-In-Bytes","AmazonSNS","Usage","GB","Publish","ap-south-2"
"EU-AWSSecretsManager-APIRequests","AWSSecretsManager","Usage","API Requests","GetResourcePolicy","eu-west-1"
"EU-CAN1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","eu-west-1"
"USW1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","us-west-1"
"USE1-APS4-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","us-east-1"
"EUC1-APS5-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"EUW3-TransitGateway-Hours","AmazonVPC","Usage","hour","TransitGatewayVPC","eu-west-3"
"USE1-APN3-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-east-1"
"APN2-DataTransfer-Regional-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-2"
"APN1-APS3-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-1"
"USW1-EUW3-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","us-west-1"
"USE2-Redshift:PaidSnapshots","AmazonRedshift","Usage","GB-Mo","Not Applicable","us-east-2"
"USE2-Aurora:StorageUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0021","us-east-2"
"USW2-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteBucketWebsite","us-west-2"
"Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketIntelligentTiering","us-east-1"
"EUC1-APN2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"USE2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","us-east-2"
"APS2-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucketVersions","ap-southeast-2"
"EUC1-USW1-AWS-Out-Bytes","AWSElementalMediaStore","Usage","GB","ListContainers","eu-central-1"
"APS1-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","ap-southeast-1"
"us-east-2-KMS-Requests","awskms","Usage","Requests","CreateKey","us-east-2"
"APS1-EU-AWS-In-Bytes","AmazonS3","Usage","GB","CopyObject","ap-southeast-1"
"APS2-EU-AWS-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","ap-southeast-2"
"USW1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","PutObject","us-west-1"
"EUC1-DataTransfer-In-Bytes","AmazonS3","Usage","GB","PostObject","eu-central-1"
"USW2-EUW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","us-west-2"
"Requests-Tier8","AmazonS3","Usage","Requests","ListAGGrants","us-east-1"
"EUC1-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketInventory","eu-central-1"
"CAN1-ResourceList","AmazonLocationService","Usage","API Request","ListPlaceIndexes","ca-central-1"
"USE1-Memory:Consumption-based:Short-Term-Memory","AmazonBedrockAgentCore","Usage","Events","CREATE_EVENT","us-east-1"
"APS3-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketInventory","ap-south-1"
"USE2-DataTransfer-Regional-Bytes","AmazonEKS","Usage","GB","FargatePod","us-east-2"
"TimedStorage-INT-IA-ByteHrs","AmazonS3","Usage","GB-Mo","IntelligentTieringIAStorage","us-east-1"
"USE1-APS8-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"APE2-CW:GMD-Metrics","AmazonCloudWatch","Usage","Metrics","GetMetricData","ap-east-2"
"EUC1-APS4-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-central-1"
"APS1-BoxUsage:c5.2xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-southeast-1"
"ap-southeast-2-KMS-Requests","awskms","Usage","Requests","GenerateDataKey","ap-southeast-2"
"USW1-ESInstance:t2.medium","AmazonES","Usage","Hrs","ESDomain","us-west-1"
"USW2-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadCostAllocation","us-west-2"
"USE1-EUS1-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","us-east-1"
"APS3-APN3-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","ap-south-1"
"EUW2-DataTransfer-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-2"
"SAE1-API-Request","AWSMigrationHubRefactorSpaces","Usage","API Request","ListEnvironments","sa-east-1"
"EU-PHL1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-west-1"
"EUC1-CloudFront-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-central-1"
"EUW2-Studio:VolumeUsage.gp3","AmazonSageMaker","Usage","GB-Mo","CreateVolume-Gp3","eu-west-2"
"USE2-EBS:VolumeP-Throughput.gp3","AmazonEC2","Usage","GiBps-mo","CreateVolume-Gp3","us-east-2"
"USE1-EUS1-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-east-1"
"USE2-CAN1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-2"
"APN1-Requests","AWSCodeArtifact","Usage","Requests","ListRepositories","ap-northeast-1"
"Redshift:PaidSnapshots","AmazonRedshift","Usage","GB-Mo","Not Applicable","us-east-1"
"APE1-APNE2WL1CJJ1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-east-1"
"USW2-BKK1-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-west-2"
"APS2-Requests-Tier1","AWSQueueService","Usage","Requests","StartMessageMoveTask","ap-southeast-2"
"APS3-BoxUsage:c5.large","AmazonEC2","Usage","Hrs","RunInstances","ap-south-1"
"APS2-USW2-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","ap-southeast-2"
"APS1-StorageIOUsage","AmazonDocDB","Usage","IOs","CreateDBInstance:0023","ap-southeast-1"
"Node:dc2.large","AmazonRedshift","Usage","Hrs","RunComputeNode:0001","us-east-1"
"APN1-ConformancePackEvaluations","AWSConfig","Usage","ConformancePackEvaluations","none","ap-northeast-1"
"APS2-MES1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","ap-southeast-2"
"EUN1-DataTransfer-In-Bytes","AmazonS3","Usage","GB","PutObject","eu-north-1"
"APN1-TotalDataXfer-Out-Bytes","AmazonLightsail","Usage","GB","nano_3_0","ap-northeast-1"
"USE1-FreeDataAnalyzed-Bytes","AmazonDetective","Usage","GB","Data-FreeTrial","us-east-1"
"EUN1-Kafka.t3.small","AmazonMSK","Usage","hours","RunBroker","eu-north-1"
"SpotUsage:m5.xlarge","AmazonEC2","Usage","Hours","RunInstances:SV007","us-east-1"
"EUW2-CW:MetricMonitorUsage","AmazonCloudWatch","Usage","Metrics","MetricStorage","eu-west-2"
"APS2-BoxUsage:t3.nano","AmazonEC2","DiscountedUsage","Hrs","RunInstances","ap-southeast-2"
"APS1-TPE1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-southeast-1"
"USW2-BoxUsage:g5.4xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-west-2"
"EUW2-DataTransfer-In-Bytes","AmazonS3","Usage","GB","UploadPart","eu-west-2"
"USE1-USE2-AWS-In-Bytes","AmazonS3","Usage","GB","WriteCostAllocation","us-east-1"
"APN2-APN1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","ap-northeast-2"
"EUC1-USE1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","eu-central-1"
"EUC1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","eu-central-1"
"CAN1-USE1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ca-central-1"
"ap-southeast-2-KMS-Requests","awskms","Usage","Requests","RetireGrant","ap-southeast-2"
"APS2-USE1-AWS-In-Bytes","AmazonS3","Usage","GB","WriteCostAllocation","ap-southeast-2"
"APN1-APS6-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-northeast-1"
"EUC1-USE1-AWS-In-Bytes","AmazonS3","Usage","GB","UploadPart","eu-central-1"
"APS1-RegionalNatGateway-Hours","AmazonEC2","Usage","Hrs","RegionalNatGateway","ap-southeast-1"
"APS1-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","ap-southeast-1"
"APS3-StateTransition","AmazonStates","Usage","StateTransitions","ExecutionStarted","ap-south-1"
"APN1-MEC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-1"
"USW2-MCT1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-2"
"APS1-CPUCredits:t3","AmazonEC2","Usage","vCPU-Hours","WindowsT3CPUCredits","ap-southeast-1"
"EUC1-APE2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-central-1"
"APS2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","BatchGetItem","ap-southeast-2"
"EUN1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketServerSideEncryption","eu-north-1"
"APS1-APS4-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-1"
"APS1-Lambda-Provisioned-GB-Second","AWSLambda","Usage","Lambda-GB-Second","Init","ap-southeast-1"
"eu-central-1-KMS-Requests","awskms","Usage","Requests","RetireGrant","eu-central-1"
"APN1-APN3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-northeast-1"
"USW2-USE1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","us-west-2"
"EUC1-APS2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketReplication","eu-central-1"
"APS3-BoxUsage:t3.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0010","ap-south-1"
"APS3-Request-ARM","AWSLambda","Usage","Requests","Invoke","ap-south-1"
"ap-southeast-1-KMS-Requests","awskms","Usage","Requests","UntagResource","ap-southeast-1"
"EUC1-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","CreateTable","eu-central-1"
"EU-PHX1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-1"
"MP:inputTokenCount-Units","24bngp5r3b64lqgd8j5t6h1bd4","Usage","Units","Usage","us-east-1"
"EU-StateTransition","AmazonStates","Usage","StateTransitions","ExecutionCompleted","eu-west-1"
"EUN1-USW2-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","eu-north-1"
"APS1-Requests-Tier1","AWSQueueService","Usage","Requests","ListMessageMoveTasks","ap-southeast-1"
"APS3-BoxUsage:t3.medium","AmazonEC2","Usage","Hrs","RunInstances:0002","ap-south-1"
"EUW2-EU-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-2"
"APN3-SAE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-3"
"APN3-IAH1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-3"
"USW1-AKL1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-west-1"
"EU-activePipeline","AWSCodePipeline","Usage","pipelines","EU-activePipeline","eu-west-1"
"EU-BoxUsage:m3.2xlarge","AmazonEC2","Usage","Hrs","RunInstances","eu-west-1"
"USW2-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","us-west-2"
"USE2-QRO1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"APN2-APS4-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","ap-northeast-2"
"ME-Requests-HTTP-Proxy","AmazonCloudFront","Usage","Requests","DELETE","me-south-1"
"APS1-UGE1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-southeast-1"
"EU-USW2-AWS-In-Bytes","AmazonS3","Usage","GB","WriteVersioningProps","eu-west-1"
"USW1-DEN1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-1"
"EUC1-CPUCredits:db.t4g","AmazonDocDB","Usage","vCPU-Hours","CreateDBInstance:0023","eu-central-1"
"EUC1-APN2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","eu-central-1"
"APN1-AKL1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-1"
"APS3-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","WebsiteGetObject","ap-south-1"
"APN2-DEL1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-2"
"EU-DataTransfer-Regional-Bytes","AmazonEKS","Usage","GB","FargatePod","eu-west-1"
"APE1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketWebsite","ap-east-1"
"APS2-DataTransfer-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","ap-southeast-2"
"APN3-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance","ap-northeast-3"
"APS3-DetectKeyPhrases","comprehend","Usage","Unit","DetectKeyPhrases","ap-south-1"
"APS2-GlueInteractiveSession-DPU-Hour","AWSGlue","Usage","DPU-Hour","GlueInteractiveSession","ap-southeast-2"
"APN2-DFW1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","ap-northeast-2"
"EU-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteNotificationProps","eu-west-1"
"CAN1-SoftwareUsage:t2.small","15imtxrv8tqhacbg2uw7fafr2","Usage","","Hourly","ca-central-1"
"EUW2-MES1-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-2"
"USE2-WAW1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"USW2-USE1-AWS-In-Bytes","AmazonS3","Usage","GB","ListBucket","us-west-2"
"USW2-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","WebsiteGetObject","us-west-2"
"APS2-NovaMicro-output-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","ap-southeast-2"
"APS1-InstanceUsage:db.m5.xl","AmazonRDS","Usage","Hrs","CreateDBInstance:0012","ap-southeast-1"
"CAN1-Requests-Tier8","AmazonS3","Usage","Requests","GetAG","ca-central-1"
"USE2-Requests","AWSCodeArtifact","Usage","Requests","GetRepositoryPermissionsPolicy","us-east-2"
